concept,concept_type,name_short,name,name_catalog,description,tags,unit,domain,indicator_url
loner_lop_tot,measure,Löner och sociala avgifter,Löner och sociala avgifter (Totalt - alla NACE-aktiviteter (euro (Löpande priser))),Totalt - alla NACE-aktiviteter ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_bruk,measure,Löner och sociala avgifter,Löner och sociala avgifter (Jord- och skogsbruk samt fiske (euro (Löpande priser))),Jord- och skogsbruk samt fiske ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_veg,measure,Löner och sociala avgifter,Löner och sociala avgifter (Vegetabilie- och animalieproduktion: jakt och jaktvård samt service i anslutning härtill (euro (Löpande priser))),Vegetabilie- och animalieproduktion: jakt och jaktvård samt service i anslutning härtill ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_skog,measure,Löner och sociala avgifter,Löner och sociala avgifter (Skogsbruk och skogsavverkning (euro (Löpande priser))),Skogsbruk och skogsavverkning ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_fisk,measure,Löner och sociala avgifter,Löner och sociala avgifter (Fiske och vattenbruk (euro (Löpande priser))),Fiske och vattenbruk ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_industri,measure,Löner och sociala avgifter,Löner och sociala avgifter (Industri (utom byggverksamhet) (euro (Löpande priser))),Industri (Industri (utom byggverksamhet),Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_gruv,measure,Löner och sociala avgifter,Löner och sociala avgifter (Gruv- och stenbrytning (euro (Löpande priser))),Gruv- och stenbrytning ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_tillv,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning (euro (Löpande priser))),Tillverkning ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_livs,measure,Löner och sociala avgifter,Löner och sociala avgifter (Livsmedels- dryckes- och tobaksvarutillverkning (euro (Löpande priser))),Livsmedels- dryckes- och tobaksvarutillverkning ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_klader,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av textilier: kläder: läder och liknande produkter (euro (Löpande priser))),Tillverkning av textilier: kläder: läder och liknande produkter ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_tryck,measure,Löner och sociala avgifter,Löner och sociala avgifter (Trä- pappers- tryckeri- och reproduktionsvarutillverkning (euro (Löpande priser))),Trä- pappers- tryckeri- och reproduktionsvarutillverkning ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_tra,measure,Löner och sociala avgifter,Löner och sociala avgifter (Trä- trä- och korkvarutillverkning utom möbeltillverkning: tillverkning av varor av halm och flätningsmaterial (euro (Löpande priser))),Trä- trä- och korkvarutillverkning utom möbeltillverkning: tillverkning av varor av halm och flätningsmaterial ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_papper,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av papper och pappersvaror (euro (Löpande priser))),Tillverkning av papper och pappersvaror ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_insp,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tryckning och reproduktion av inspelade media (euro (Löpande priser))),Tryckning och reproduktion av inspelade media ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_koks,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av koks och raffinerade petroleumprodukter (euro (Löpande priser))),Tillverkning av koks och raffinerade petroleumprodukter ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_kem,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av kemikalier och kemiska produkter (euro (Löpande priser))),Tillverkning av kemikalier och kemiska produkter ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_farma,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av farmaceutiska basprodukter och farmaceutiska preparat (euro (Löpande priser))),Tillverkning av farmaceutiska basprodukter och farmaceutiska preparat ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_gummi,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av gummi- och plastvaror och andra icke-metalliska mineraliska produkter (euro (Löpande priser))),Tillverkning av gummi- och plastvaror och andra icke-metalliska mineraliska produkter ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_plast,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av gummi- och plastvaror (euro (Löpande priser))),Tillverkning av gummi- och plastvaror ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_icke_met,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av andra icke-metalliska mineraliska produkter (euro (Löpande priser))),Tillverkning av andra icke-metalliska mineraliska produkter ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_met,measure,Löner och sociala avgifter,Löner och sociala avgifter (Metall- och metallvarutillverkning utom tillverkning av maskiner och utrustning (euro (Löpande priser))),Metall- och metallvarutillverkning utom tillverkning av maskiner och utrustning ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_basmet,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av basmetaller (euro (Löpande priser))),Tillverkning av basmetaller ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_met_ej_maskin,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av metallvaror utom maskiner och apparater (euro (Löpande priser))),Tillverkning av metallvaror utom maskiner och apparater ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_dator,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av datorer samt elektroniska och optiska produkter (euro (Löpande priser))),Tillverkning av datorer samt elektroniska och optiska produkter ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_elek,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av elektrisk utrustning (euro (Löpande priser))),Tillverkning av elektrisk utrustning ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_ovr_maskin,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av övriga maskiner och apparater (euro (Löpande priser))),Tillverkning av övriga maskiner och apparater ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_motor_transp,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av motorfordon: släpvagnar samt påhängsvagnar och annan transportutrustning (euro (Löpande priser))),Tillverkning av motorfordon: släpvagnar samt påhängsvagnar och annan transportutrustning ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_motor,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av motorfordon: släpvagnar och påhängsvagnar (euro (Löpande priser))),Tillverkning av motorfordon: släpvagnar och påhängsvagnar ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_an_transp,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillverkning av andra transportmedel (euro (Löpande priser))),Tillverkning av andra transportmedel ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_mobel_smyck,measure,Löner och sociala avgifter,Löner och sociala avgifter (Möbeltillverkning: tillverkning av smycken samt musikinstrument och leksaker: reparation och installation av maskiner och utrustning (euro (Löpande priser))),Möbeltillverkning: tillverkning av smycken samt musikinstrument och leksaker: reparation och installation av maskiner och utrustning ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_ovr_mobel,measure,Löner och sociala avgifter,Löner och sociala avgifter (Möbeltillverkning: övrig tillverkning (euro (Löpande priser))),Möbeltillverkning: övrig tillverkning ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_maskin_rep,measure,Löner och sociala avgifter,Löner och sociala avgifter (Reparation och installation av maskiner och utrustning (euro (Löpande priser))),Reparation och installation av maskiner och utrustning ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_el_kond,measure,Löner och sociala avgifter,Löner och sociala avgifter (El- gas- ång- och luftkonditionering  (euro (Löpande priser))),El- gas- ång- och luftkonditionering  ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_vatten,measure,Löner och sociala avgifter,Löner och sociala avgifter (Vattenförsörjning: avloppsrening samt avfallshantering och sanering (euro (Löpande priser))),Vattenförsörjning: avloppsrening samt avfallshantering och sanering ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_uppsam,measure,Löner och sociala avgifter,Löner och sociala avgifter (Uppsamling samt behandling och leverans av vatten (euro (Löpande priser))),Uppsamling samt behandling och leverans av vatten ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_avlopp,measure,Löner och sociala avgifter,Löner och sociala avgifter (Avloppsrening samt avfallshantering och sanering (euro (Löpande priser))),Avloppsrening samt avfallshantering och sanering ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_bygg,measure,Löner och sociala avgifter,Löner och sociala avgifter (Bygg- och anläggningsverksamhet (euro (Löpande priser))),Bygg- och anläggningsverksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_parti_transp,measure,Löner och sociala avgifter,Löner och sociala avgifter (Parti- och detaljhandel: transport: hotell- och restaurangverksamhet (euro (Löpande priser))),Parti- och detaljhandel: transport: hotell- och restaurangverksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_parti_rep,measure,Löner och sociala avgifter,Löner och sociala avgifter (Parti- och detaljhandel: reparation av motorfordon och motorcyklar (euro (Löpande priser))),Parti- och detaljhandel: reparation av motorfordon och motorcyklar ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_parti_repara,measure,Löner och sociala avgifter,Löner och sociala avgifter (Parti- och detaljhandel samt reparation av motorfordon och motorcyklar (euro (Löpande priser))),Parti- och detaljhandel samt reparation av motorfordon och motorcyklar ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_parti_ej_motor,measure,Löner och sociala avgifter,Löner och sociala avgifter (Parti- och provisionshandel utom med motorfordon och motorcyklar (euro (Löpande priser))),Parti- och provisionshandel utom med motorfordon och motorcyklar ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_hand_ej_motor,measure,Löner och sociala avgifter,Löner och sociala avgifter (Detaljhandel utom med motorfordon och motorcyklar (euro (Löpande priser))),Detaljhandel utom med motorfordon och motorcyklar ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_transp_lagr,measure,Löner och sociala avgifter,Löner och sociala avgifter (Transport och lagring (euro (Löpande priser))),Transport och lagring ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_land_transp,measure,Löner och sociala avgifter,Löner och sociala avgifter (Landtransport och transport via pipelines (euro (Löpande priser))),Landtransport och transport via pipelines ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_sjo_transp,measure,Löner och sociala avgifter,Löner och sociala avgifter (Sjöfart och sjötransport (euro (Löpande priser))),Sjöfart och sjötransport ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_lufttransp,measure,Löner och sociala avgifter,Löner och sociala avgifter (Lufttransport (euro (Löpande priser))),Lufttransport ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_magasin,measure,Löner och sociala avgifter,Löner och sociala avgifter (Magasinering och stödtjänster till transport (euro (Löpande priser))),Magasinering och stödtjänster till transport ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_post,measure,Löner och sociala avgifter,Löner och sociala avgifter (Post- och kurirverksamhet (euro (Löpande priser))),Post- och kurirverksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_hotell,measure,Löner och sociala avgifter,Löner och sociala avgifter (Hotell- och restaurangverksamhet (euro (Löpande priser))),Hotell- och restaurangverksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_info_komm,measure,Löner och sociala avgifter,Löner och sociala avgifter (Information och kommunikation (euro (Löpande priser))),Information och kommunikation ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_forlag_prod,measure,Löner och sociala avgifter,Löner och sociala avgifter (Förlagsverksamhet: produktion av film samt video och TV-program: ljudinspelning: programverksamhet och radio- och TV-sändningar (euro (Löpande priser))),Förlagsverksamhet: produktion av film samt video och TV-program: ljudinspelning: programverksamhet och radio- och TV-sändningar ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_forlag,measure,Löner och sociala avgifter,Löner och sociala avgifter (Förlagsverksamhet (euro (Löpande priser))),Förlagsverksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_prod_film,measure,Löner och sociala avgifter,Löner och sociala avgifter (Produktion av film samt video och TV-program: programverksamhet och radio- och TV-sändningar (euro (Löpande priser))),Produktion av film samt video och TV-program: programverksamhet och radio- och TV-sändningar ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_telekom,measure,Löner och sociala avgifter,Löner och sociala avgifter (Telekommunikation (euro (Löpande priser))),Telekommunikation ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_dataprog,measure,Löner och sociala avgifter,Löner och sociala avgifter (Dataprogrammering samt datakonsultverksamhet och informationsförmedling (euro (Löpande priser))),Dataprogrammering samt datakonsultverksamhet och informationsförmedling ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_finans,measure,Löner och sociala avgifter,Löner och sociala avgifter (Finansiell verksamhet och försäkringsverksamhet (euro (Löpande priser))),Finansiell verksamhet och försäkringsverksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_finans_ej_forsakring,measure,Löner och sociala avgifter,Löner och sociala avgifter (Finansiella tjänster utom försäkring och pensionsfondsverksamhet (euro (Löpande priser))),Finansiella tjänster utom försäkring och pensionsfondsverksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_forsakring,measure,Löner och sociala avgifter,Löner och sociala avgifter (Försäkrings- återförsäkrings- och pensionsfondsverksamhet (utom obligatorisk socialförsäkring) (euro (Löpande priser))),Försäkrings- återförsäkrings- och pensionsfondsverksamhet (utom obligatorisk socialförsäkring),Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_finans_stod,measure,Löner och sociala avgifter,Löner och sociala avgifter (Stödtjänster till finansiella tjänster och försäkringsverksamhet (euro (Löpande priser))),Stödtjänster till finansiella tjänster och försäkringsverksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_fastighet,measure,Löner och sociala avgifter,Löner och sociala avgifter (Fastighetsverksamhet (euro (Löpande priser))),Fastighetsverksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_hyror,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tillräknade hyror för ägarbebodda bostäder (euro (Löpande priser))),Tillräknade hyror för ägarbebodda bostäder ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_jur_veten_admin,measure,Löner och sociala avgifter,Löner och sociala avgifter (Tjänster inom juridik och ekonomi samt vetenskap och teknik: administrativa tjänster och stödtjänster (euro (Löpande priser))),Tjänster inom juridik och ekonomi samt vetenskap och teknik: administrativa tjänster och stödtjänster ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_jur_veten,measure,Löner och sociala avgifter,Löner och sociala avgifter (Verksamhet inom juridik: ekonomi samt vetenskap och teknik (euro (Löpande priser))),Verksamhet inom juridik: ekonomi samt vetenskap och teknik ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_jur_konsult_arki,measure,Löner och sociala avgifter,Löner och sociala avgifter (Juridisk konsultverksamhet och bokföringsverksamhet: huvudkontorsverksamhet: konsultverksamhet avseende företagsledning: arkitekt- och ingenjörsverksamhet: teknisk provning och analys (euro (Löpande priser))),Juridisk konsultverksamhet och bokföringsverksamhet: huvudkontorsverksamhet: konsultverksamhet avseende företagsledning: arkitekt- och ingenjörsverksamhet: teknisk provning och analys ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_jur_konsult,measure,Löner och sociala avgifter,Löner och sociala avgifter (Juridisk konsultverksamhet och bokföringsverksamhet: huvudkontorsverksamhet: konsultverksamhet inom management (euro (Löpande priser))),Juridisk konsultverksamhet och bokföringsverksamhet: huvudkontorsverksamhet: konsultverksamhet inom management ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_arki,measure,Löner och sociala avgifter,Löner och sociala avgifter (Arkitekt- och ingenjörsverksamhet: teknisk provning och analys (euro (Löpande priser))),Arkitekt- och ingenjörsverksamhet: teknisk provning och analys ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_vetenskap,measure,Löner och sociala avgifter,Löner och sociala avgifter (Vetenskaplig forskning och utveckling (euro (Löpande priser))),Vetenskaplig forskning och utveckling ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_reklam_veterinar,measure,Löner och sociala avgifter,Löner och sociala avgifter (Reklam och marknadsundersökningar: andra fria yrken samt vetenskapliga och tekniska tjänster: veterinärverksamhet (euro (Löpande priser))),Reklam och marknadsundersökningar: andra fria yrken samt vetenskapliga och tekniska tjänster: veterinärverksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_reklam,measure,Löner och sociala avgifter,Löner och sociala avgifter (Reklam och marknadsundersökningar (euro (Löpande priser))),Reklam och marknadsundersökningar ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
loner_lop_annan_jur,measure,Löner och sociala avgifter,Löner och sociala avgifter (Annan verksamhet inom juridik: ekonomi samt vetenskap och teknik: veterinärverksamhet (euro (Löpande priser))),Annan verksamhet inom juridik: ekonomi samt vetenskap och teknik: veterinärverksamhet ,Totala ersättning (kontant eller in natura) som betalas av en arbets­givare till en anställd. Källa: Eurostat,loner,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935411/default/table?lang=en
